id,Rings
91399,8.0
91400,6.0
91401,9.0
91402,12.0
91403,4.0
91404,9.0
91405,11.0
91406,13.0
91407,6.0
91408,8.0
91409,11.0
91410,9.0
91411,12.0
91412,12.0
91413,9.0
91414,8.0
91415,9.0
91416,9.0
91417,8.0
91418,11.0
91419,12.0
91420,11.0
91421,9.0
91422,9.0
91423,12.0
91424,7.0
91425,9.0
91426,7.0
91427,8.0
91428,10.0
91429,7.0
91430,13.0
91431,6.0
91432,14.0
91433,7.0
91434,11.0
91435,10.0
91436,11.0
91437,10.0
91438,8.0
91439,11.0
91440,11.0
91441,7.0
91442,9.0
91443,13.0
91444,11.0
91445,10.0
91446,6.0
91447,14.0
91448,7.0
91449,10.0
91450,13.0
91451,11.0
91452,10.0
91453,8.0
91454,10.0
91455,14.0
91456,10.0
91457,6.0
91458,10.0
91459,11.0
91460,10.0
91461,10.0
91462,7.0
91463,11.0
91464,9.0
91465,9.0
91466,10.0
91467,16.0
91468,10.0
91469,12.0
91470,6.0
91471,10.0
91472,4.0
91473,9.0
91474,11.0
91475,9.0
91476,12.0
91477,7.0
91478,8.0
91479,4.0
91480,12.0
91481,13.0
91482,9.0
91483,8.0
91484,6.0
91485,9.0
91486,8.0
91487,9.0
91488,11.0
91489,13.0
91490,10.0
91491,7.0
91492,10.0
91493,7.0
91494,11.0
91495,10.0
91496,10.0
91497,8.0
91498,7.0
91499,10.0
91500,9.0
91501,10.0
91502,10.0
91503,8.0
91504,8.0
91505,7.0
91506,11.0
91507,10.0
91508,9.0
91509,10.0
91510,11.0
91511,11.0
91512,10.0
91513,8.0
91514,7.0
91515,9.0
91516,9.0
91517,4.0
91518,11.0
91519,7.0
91520,7.0
91521,11.0
91522,8.0
91523,10.0
91524,7.0
91525,10.0
91526,8.0
91527,8.0
91528,11.0
91529,10.0
91530,7.0
91531,10.0
91532,14.0
91533,14.0
91534,9.0
91535,9.0
91536,10.0
91537,11.0
91538,8.0
91539,8.0
91540,11.0
91541,9.0
91542,10.0
91543,15.0
91544,9.0
91545,7.0
91546,12.0
91547,8.0
91548,9.0
91549,7.0
91550,8.0
91551,9.0
91552,8.0
91553,9.0
91554,6.0
91555,7.0
91556,5.0
91557,11.0
91558,13.0
91559,7.0
91560,8.0
91561,9.0
91562,9.0
91563,7.0
91564,11.0
91565,12.0
91566,5.0
91567,10.0
91568,11.0
91569,4.0
91570,9.0
91571,9.0
91572,13.0
91573,8.0
91574,10.0
91575,10.0
91576,9.0
91577,11.0
91578,8.0
91579,10.0
91580,10.0
91581,9.0
91582,11.0
91583,9.0
91584,9.0
91585,11.0
91586,12.0
91587,6.0
91588,11.0
91589,5.0
91590,9.0
91591,5.0
91592,7.0
91593,5.0
91594,8.0
91595,8.0
91596,7.0
91597,9.0
91598,11.0
91599,11.0
91600,9.0
91601,6.0
91602,11.0
91603,8.0
91604,8.0
91605,8.0
91606,10.0
91607,9.0
91608,7.0
91609,14.0
91610,10.0
91611,9.0
91612,11.0
91613,9.0
91614,11.0
91615,9.0
91616,9.0
91617,7.0
91618,9.0
91619,8.0
91620,6.0
91621,10.0
91622,9.0
91623,14.0
91624,9.0
91625,6.0
91626,9.0
91627,9.0
91628,10.0
91629,10.0
91630,9.0
91631,8.0
91632,10.0
91633,11.0
91634,7.0
91635,9.0
91636,7.0
91637,12.0
91638,10.0
91639,9.0
91640,8.0
91641,5.0
91642,10.0
91643,8.0
91644,10.0
91645,5.0
91646,5.0
91647,11.0
91648,8.0
91649,10.0
91650,8.0
91651,8.0
91652,10.0
91653,7.0
91654,6.0
91655,13.0
91656,5.0
91657,7.0
91658,6.0
91659,9.0
91660,10.0
91661,8.0
91662,7.0
91663,4.0
91664,9.0
91665,8.0
91666,13.0
91667,6.0
91668,16.0
91669,10.0
91670,7.0
91671,7.0
91672,7.0
91673,10.0
91674,9.0
91675,10.0
91676,10.0
91677,14.0
91678,6.0
91679,10.0
91680,12.0
91681,10.0
91682,8.0
91683,4.0
91684,10.0
91685,7.0
91686,8.0
91687,10.0
91688,14.0
91689,10.0
91690,7.0
91691,4.0
91692,12.0
91693,8.0
91694,9.0
91695,7.0
91696,7.0
91697,9.0
91698,4.0
91699,10.0
91700,8.0
91701,11.0
91702,10.0
91703,11.0
91704,7.0
91705,7.0
91706,8.0
91707,10.0
91708,11.0
91709,11.0
91710,10.0
91711,16.0
91712,10.0
91713,12.0
91714,13.0
91715,10.0
91716,13.0
91717,11.0
91718,10.0
91719,14.0
91720,9.0
91721,11.0
91722,9.0
91723,14.0
91724,7.0
91725,11.0
91726,8.0
91727,4.0
91728,8.0
91729,14.0
91730,10.0
91731,15.0
91732,7.0
91733,12.0
91734,11.0
91735,7.0
91736,5.0
91737,8.0
91738,9.0
91739,9.0
91740,13.0
91741,10.0
91742,9.0
91743,7.0
91744,9.0
91745,8.0
91746,11.0
91747,7.0
91748,10.0
91749,14.0
91750,8.0
91751,6.0
91752,6.0
91753,7.0
91754,11.0
91755,8.0
91756,9.0
91757,10.0
91758,9.0
91759,10.0
91760,14.0
91761,8.0
91762,10.0
91763,5.0
91764,11.0
91765,10.0
91766,7.0
91767,8.0
91768,10.0
91769,13.0
91770,7.0
91771,14.0
91772,9.0
91773,10.0
91774,11.0
91775,5.0
91776,10.0
91777,4.0
91778,14.0
91779,8.0
91780,6.0
91781,9.0
91782,13.0
91783,9.0
91784,8.0
91785,11.0
91786,9.0
91787,10.0
91788,12.0
91789,9.0
91790,10.0
91791,6.0
91792,5.0
91793,10.0
91794,10.0
91795,15.0
91796,7.0
91797,13.0
91798,8.0
91799,11.0
91800,11.0
91801,9.0
91802,11.0
91803,6.0
91804,7.0
91805,12.0
91806,7.0
91807,5.0
91808,10.0
91809,10.0
91810,11.0
91811,10.0
91812,7.0
91813,7.0
91814,10.0
91815,10.0
91816,9.0
91817,7.0
91818,7.0
91819,6.0
91820,9.0
91821,6.0
91822,10.0
91823,11.0
91824,7.0
91825,10.0
91826,8.0
91827,9.0
91828,9.0
91829,11.0
91830,6.0
91831,9.0
91832,7.0
91833,9.0
91834,10.0
91835,5.0
91836,7.0
91837,10.0
91838,8.0
91839,11.0
91840,7.0
91841,9.0
91842,7.0
91843,11.0
91844,4.0
91845,12.0
91846,10.0
91847,6.0
91848,10.0
91849,13.0
91850,9.0
91851,10.0
91852,14.0
91853,10.0
91854,6.0
91855,8.0
91856,8.0
91857,7.0
91858,9.0
91859,9.0
91860,9.0
91861,6.0
91862,9.0
91863,7.0
91864,4.0
91865,11.0
91866,6.0
91867,10.0
91868,9.0
91869,9.0
91870,11.0
91871,11.0
91872,5.0
91873,11.0
91874,10.0
91875,6.0
91876,8.0
91877,8.0
91878,10.0
91879,6.0
91880,13.0
91881,10.0
91882,14.0
91883,14.0
91884,9.0
91885,5.0
91886,5.0
91887,7.0
91888,9.0
91889,11.0
91890,10.0
91891,12.0
91892,4.0
91893,8.0
91894,6.0
91895,12.0
91896,9.0
91897,10.0
91898,8.0
91899,12.0
91900,7.0
91901,9.0
91902,7.0
91903,7.0
91904,9.0
91905,12.0
91906,16.0
91907,10.0
91908,10.0
91909,7.0
91910,14.0
91911,9.0
91912,8.0
91913,8.0
91914,7.0
91915,8.0
91916,10.0
91917,12.0
91918,7.0
91919,8.0
91920,7.0
91921,10.0
91922,14.0
91923,4.0
91924,11.0
91925,10.0
91926,11.0
91927,10.0
91928,7.0
91929,8.0
91930,9.0
91931,13.0
91932,10.0
91933,7.0
91934,8.0
91935,9.0
91936,12.0
91937,11.0
91938,10.0
91939,8.0
91940,14.0
91941,10.0
91942,10.0
91943,12.0
91944,8.0
91945,10.0
91946,8.0
91947,10.0
91948,10.0
91949,10.0
91950,10.0
91951,6.0
91952,7.0
91953,10.0
91954,13.0
91955,5.0
91956,8.0
91957,13.0
91958,9.0
91959,7.0
91960,9.0
91961,8.0
91962,8.0
91963,9.0
91964,10.0
91965,13.0
91966,12.0
91967,7.0
91968,13.0
91969,6.0
91970,8.0
91971,11.0
91972,9.0
91973,10.0
91974,9.0
91975,8.0
91976,9.0
91977,11.0
91978,8.0
91979,7.0
91980,7.0
91981,8.0
91982,9.0
91983,7.0
91984,6.0
91985,6.0
91986,9.0
91987,8.0
91988,6.0
91989,8.0
91990,8.0
91991,8.0
91992,11.0
91993,16.0
91994,4.0
91995,9.0
91996,11.0
91997,10.0
91998,7.0
91999,9.0
92000,8.0
92001,11.0
92002,9.0
92003,10.0
92004,9.0
92005,5.0
92006,9.0
92007,10.0
92008,10.0
92009,8.0
92010,7.0
92011,8.0
92012,11.0
92013,7.0
92014,9.0
92015,6.0
92016,11.0
92017,8.0
92018,15.0
92019,10.0
92020,9.0
92021,7.0
92022,9.0
92023,11.0
92024,11.0
92025,15.0
92026,8.0
92027,5.0
92028,6.0
92029,12.0
92030,11.0
92031,8.0
92032,6.0
92033,10.0
92034,7.0
92035,10.0
92036,9.0
92037,6.0
92038,7.0
92039,9.0
92040,8.0
92041,8.0
92042,10.0
92043,13.0
92044,8.0
92045,4.0
92046,16.0
92047,10.0
92048,9.0
92049,8.0
92050,10.0
92051,7.0
92052,12.0
92053,11.0
92054,6.0
92055,9.0
92056,12.0
92057,10.0
92058,13.0
92059,7.0
92060,9.0
92061,8.0
92062,8.0
92063,7.0
92064,14.0
92065,12.0
92066,10.0
92067,5.0
92068,11.0
92069,8.0
92070,11.0
92071,12.0
92072,8.0
92073,6.0
92074,12.0
92075,9.0
92076,10.0
92077,8.0
92078,11.0
92079,8.0
92080,7.0
92081,10.0
92082,10.0
92083,10.0
92084,10.0
92085,7.0
92086,10.0
92087,4.0
92088,7.0
92089,8.0
92090,17.0
92091,6.0
92092,7.0
92093,7.0
92094,7.0
92095,8.0
92096,11.0
92097,11.0
92098,8.0
92099,10.0
92100,12.0
92101,8.0
92102,11.0
92103,4.0
92104,12.0
92105,8.0
92106,12.0
92107,4.0
92108,9.0
92109,13.0
92110,6.0
92111,12.0
92112,6.0
92113,7.0
92114,9.0
92115,9.0
92116,11.0
92117,10.0
92118,13.0
92119,5.0
92120,5.0
92121,8.0
92122,9.0
92123,11.0
92124,11.0
92125,13.0
92126,7.0
92127,7.0
92128,5.0
92129,7.0
92130,7.0
92131,6.0
92132,10.0
92133,7.0
92134,13.0
92135,5.0
92136,8.0
92137,7.0
92138,5.0
92139,10.0
92140,6.0
92141,6.0
92142,10.0
92143,7.0
92144,8.0
92145,9.0
92146,7.0
92147,6.0
92148,10.0
92149,14.0
92150,9.0
92151,8.0
92152,13.0
92153,7.0
92154,14.0
92155,16.0
92156,8.0
92157,8.0
92158,9.0
92159,12.0
92160,7.0
92161,15.0
92162,6.0
92163,10.0
92164,9.0
92165,12.0
92166,10.0
92167,16.0
92168,8.0
92169,14.0
92170,8.0
92171,13.0
92172,8.0
92173,10.0
92174,10.0
92175,6.0
92176,8.0
92177,9.0
92178,13.0
92179,9.0
92180,7.0
92181,9.0
92182,8.0
92183,7.0
92184,12.0
92185,14.0
92186,12.0
92187,12.0
92188,7.0
92189,5.0
92190,8.0
92191,7.0
92192,10.0
92193,7.0
92194,8.0
92195,5.0
92196,9.0
92197,7.0
92198,8.0
92199,9.0
92200,13.0
92201,12.0
92202,7.0
92203,10.0
92204,11.0
92205,8.0
92206,11.0
92207,10.0
92208,5.0
92209,8.0
92210,9.0
92211,8.0
92212,9.0
92213,13.0
92214,9.0
92215,9.0
92216,10.0
92217,5.0
92218,6.0
92219,8.0
92220,9.0
92221,10.0
92222,10.0
92223,7.0
92224,9.0
92225,8.0
92226,8.0
92227,10.0
92228,11.0
92229,6.0
92230,10.0
92231,9.0
92232,15.0
92233,13.0
92234,4.0
92235,10.0
92236,12.0
92237,9.0
92238,8.0
92239,6.0
92240,10.0
92241,9.0
92242,11.0
92243,8.0
92244,11.0
92245,8.0
92246,8.0
92247,14.0
92248,9.0
92249,7.0
92250,10.0
92251,8.0
92252,9.0
92253,6.0
92254,5.0
92255,8.0
92256,8.0
92257,10.0
92258,11.0
92259,8.0
92260,11.0
92261,10.0
92262,10.0
92263,12.0
92264,8.0
92265,7.0
92266,10.0
92267,7.0
92268,11.0
92269,11.0
92270,8.0
92271,7.0
92272,11.0
92273,12.0
92274,12.0
92275,16.0
92276,11.0
92277,9.0
92278,13.0
92279,8.0
92280,4.0
92281,11.0
92282,9.0
92283,9.0
92284,7.0
92285,8.0
92286,11.0
92287,9.0
92288,4.0
92289,7.0
92290,5.0
92291,5.0
92292,8.0
92293,8.0
92294,15.0
92295,10.0
92296,9.0
92297,6.0
92298,12.0
92299,11.0
92300,9.0
92301,8.0
92302,5.0
92303,8.0
92304,11.0
92305,8.0
92306,13.0
92307,8.0
92308,11.0
92309,9.0
92310,11.0
92311,4.0
92312,11.0
92313,8.0
92314,11.0
92315,9.0
92316,6.0
92317,7.0
92318,7.0
92319,4.0
92320,4.0
92321,8.0
92322,7.0
92323,7.0
92324,12.0
92325,9.0
92326,7.0
92327,10.0
92328,7.0
92329,7.0
92330,9.0
92331,9.0
92332,11.0
92333,10.0
92334,11.0
92335,8.0
92336,7.0
92337,4.0
92338,12.0
92339,8.0
92340,7.0
92341,6.0
92342,15.0
92343,7.0
92344,6.0
92345,7.0
92346,8.0
92347,10.0
92348,13.0
92349,8.0
92350,6.0
92351,12.0
92352,11.0
92353,9.0
92354,7.0
92355,13.0
92356,5.0
92357,9.0
92358,10.0
92359,8.0
92360,11.0
92361,12.0
92362,11.0
92363,11.0
92364,6.0
92365,10.0
92366,9.0
92367,9.0
92368,11.0
92369,8.0
92370,11.0
92371,10.0
92372,10.0
92373,10.0
92374,4.0
92375,7.0
92376,10.0
92377,12.0
92378,10.0
92379,13.0
92380,8.0
92381,4.0
92382,9.0
92383,14.0
92384,14.0
92385,6.0
92386,9.0
92387,5.0
92388,5.0
92389,6.0
92390,7.0
92391,8.0
92392,10.0
92393,4.0
92394,5.0
92395,14.0
92396,6.0
92397,14.0
92398,9.0
92399,6.0
92400,12.0
92401,8.0
92402,5.0
92403,8.0
92404,8.0
92405,13.0
92406,11.0
92407,5.0
92408,8.0
92409,11.0
92410,9.0
92411,9.0
92412,11.0
92413,9.0
92414,11.0
92415,7.0
92416,10.0
92417,9.0
92418,12.0
92419,13.0
92420,10.0
92421,9.0
92422,7.0
92423,13.0
92424,9.0
92425,6.0
92426,8.0
92427,9.0
92428,10.0
92429,11.0
92430,9.0
92431,12.0
92432,11.0
92433,9.0
92434,8.0
92435,8.0
92436,9.0
92437,4.0
92438,13.0
92439,7.0
92440,4.0
92441,9.0
92442,9.0
92443,10.0
92444,10.0
92445,7.0
92446,8.0
92447,7.0
92448,8.0
92449,9.0
92450,15.0
92451,11.0
92452,10.0
92453,8.0
92454,10.0
92455,11.0
92456,10.0
92457,9.0
92458,9.0
92459,8.0
92460,10.0
92461,8.0
92462,13.0
92463,11.0
92464,10.0
92465,8.0
92466,12.0
92467,15.0
92468,8.0
92469,8.0
92470,10.0
92471,7.0
92472,11.0
92473,10.0
92474,10.0
92475,9.0
92476,8.0
92477,8.0
92478,13.0
92479,7.0
92480,9.0
92481,8.0
92482,11.0
92483,8.0
92484,9.0
92485,11.0
92486,14.0
92487,10.0
92488,7.0
92489,8.0
92490,11.0
92491,10.0
92492,10.0
92493,6.0
92494,14.0
92495,7.0
92496,4.0
92497,9.0
92498,5.0
92499,6.0
92500,9.0
92501,6.0
92502,10.0
92503,10.0
92504,9.0
92505,9.0
92506,12.0
92507,9.0
92508,11.0
92509,8.0
92510,11.0
92511,15.0
92512,14.0
92513,8.0
92514,9.0
92515,16.0
92516,5.0
92517,7.0
92518,9.0
92519,9.0
92520,8.0
92521,8.0
92522,11.0
92523,7.0
92524,12.0
92525,9.0
92526,10.0
92527,9.0
92528,8.0
92529,11.0
92530,11.0
92531,7.0
92532,8.0
92533,6.0
92534,13.0
92535,11.0
92536,9.0
92537,10.0
92538,6.0
92539,10.0
92540,10.0
92541,10.0
92542,10.0
92543,14.0
92544,10.0
92545,11.0
92546,13.0
92547,9.0
92548,4.0
92549,9.0
92550,10.0
92551,10.0
92552,9.0
92553,8.0
92554,7.0
92555,9.0
92556,10.0
92557,13.0
92558,12.0
92559,10.0
92560,14.0
92561,11.0
92562,9.0
92563,9.0
92564,12.0
92565,7.0
92566,11.0
92567,8.0
92568,11.0
92569,7.0
92570,6.0
92571,15.0
92572,10.0
92573,9.0
92574,8.0
92575,5.0
92576,8.0
92577,10.0
92578,8.0
92579,6.0
92580,7.0
92581,12.0
92582,10.0
92583,8.0
92584,5.0
92585,8.0
92586,6.0
92587,10.0
92588,10.0
92589,13.0
92590,8.0
92591,13.0
92592,11.0
92593,9.0
92594,14.0
92595,10.0
92596,10.0
92597,10.0
92598,8.0
92599,9.0
92600,6.0
92601,11.0
92602,5.0
92603,7.0
92604,7.0
92605,4.0
92606,14.0
92607,6.0
92608,11.0
92609,8.0
92610,13.0
92611,12.0
92612,7.0
