Item_Identifier,Outlet_Identiifer,Item_Outlet_Sales
NCN14,OUT035,2937.291455121326
FDH08,OUT013,4051.8923878636633
FDS20,OUT046,3226.0643590033237
FDV40,OUT049,1109.4614687570702
FDZ48,OUT010,227.62740348754892
FDS24,OUT027,2451.8386166030077
FDK44,OUT049,2576.916429298789
FDS48,OUT045,2423.990385638437
FDK26,OUT010,631.8686618314805
FDD23,OUT045,3367.955733917151
NCH54,OUT017,2773.3749741323622
NCP14,OUT010,260.680997931187
FDM60,OUT010,3.7431034410628854
FDV24,OUT017,2384.963651688886
FDH08,OUT018,2983.856466207446
FDS12,OUT027,3231.6086067881715
FDR39,OUT027,5144.380399505662
FDP12,OUT027,1085.2901857139552
DRF60,OUT027,6323.975902379918
FDC09,OUT035,1708.2223367452063
FDF50,OUT018,2868.1104450393354
FDG28,OUT035,4090.3328226816334
NCE19,OUT017,929.7195979367209
NCM53,OUT010,235.30482760053246
NCN18,OUT049,1850.5020615867156
FDF32,OUT035,3420.6379604846634
FDF11,OUT013,3190.920389783548
DRI59,OUT049,3817.4976130455443
NCG54,OUT035,2962.1429297503823
FDM44,OUT046,1451.835058233176
FDT57,OUT018,2233.661533628579
FDV24,OUT046,2470.078221944234
FDI50,OUT019,984.5428079604912
FDS09,OUT035,849.6069179035046
NCC31,OUT027,3982.188671010957
FDQ07,OUT019,133.38299146480222
FDC22,OUT017,3153.5840378689863
FDZ56,OUT046,2549.791067014775
FDZ40,OUT019,102.86674722136922
FDS46,OUT027,3151.6229997361906
DRD24,OUT045,2086.317718770527
FDV45,OUT017,3321.5177015538115
FDL26,OUT045,2488.6250048760357
FDA56,OUT018,1596.1460325766093
FDN27,OUT046,1505.4015156960572
FDM20,OUT049,4749.849484972805
FDO16,OUT017,1648.7620138882385
FDL03,OUT035,3341.335706309992
FDE58,OUT046,1899.480804988447
FDI02,OUT027,3192.2010113795986
NCC55,OUT019,138.25780274365593
FDR03,OUT018,3164.0116368995978
FDB14,OUT017,1733.9598676740447
FDR45,OUT013,4165.762866234219
NCN07,OUT017,2215.600080083199
FDM51,OUT019,368.8654877643578
FDT52,OUT027,6196.857810677467
FDL26,OUT046,2401.216143486822
NCZ42,OUT046,3520.90399569032
DRI47,OUT019,550.7780948221409
FDW40,OUT013,2373.4659548593518
FDN34,OUT046,3209.356388924334
FDS01,OUT035,3196.7304797479055
NCG55,OUT045,1877.7821440031105
FDC11,OUT035,1424.020767375071
FDX35,OUT018,3288.9239961125786
NCB06,OUT046,2453.79095252469
FDR09,OUT019,309.96981806767803
FDC53,OUT017,1462.2847173450134
FDY45,OUT013,4013.9983258358902
FDA22,OUT010,587.4615937530439
FDE02,OUT035,1626.984832810414
FDW21,OUT045,1752.0893465465185
FDV34,OUT046,1136.4216871766068
FDS59,OUT049,1825.3268138312148
NCW17,OUT017,2226.519878420983
NCK54,OUT046,1989.3568681344916
FDG17,OUT019,265.7621539962731
FDG35,OUT017,3427.1100767241724
FDD08,OUT010,15.474469253055304
NCO07,OUT017,4158.777604238198
FDJ10,OUT010,50.442537441277636
FDW36,OUT017,1507.1382870682419
FDW21,OUT010,195.13831051430134
FDY19,OUT017,2155.0007028520517
DRE03,OUT013,572.1903799927336
NCC55,OUT049,637.2692848596782
FDH52,OUT010,102.78041849842748
FDO09,OUT017,4985.0606131254135
FDU43,OUT045,3909.9261580378356
FDX09,OUT010,405.812842920943
FDH40,OUT019,200.4087558757658
FDW58,OUT017,1583.5709641235462
FDC47,OUT017,4747.982035142224
NCR41,OUT035,1815.2012472865754
DRG49,OUT035,5108.164810738427
FDC52,OUT027,4033.240379949515
FDY13,OUT046,1305.2530866286334
FDY35,OUT013,756.3624541388656
FDI35,OUT017,3625.1200734612303
NCU18,OUT049,2374.690576346394
FDY33,OUT018,2696.2898423226034
FDC15,OUT027,3769.3758159977006
FDU01,OUT049,3496.5819004215373
NCU42,OUT046,2819.6603229370776
NCV29,OUT018,2323.255960298497
NCY30,OUT017,3363.9936720093165
FDQ46,OUT049,1929.5917275633508
FDG58,OUT027,3745.044113282873
FDK33,OUT017,3964.7046981750464
NCD07,OUT045,1599.6597164579157
NCX29,OUT027,3813.1221932651765
NCT42,OUT013,2104.190855920799
DRN59,OUT035,853.3451171762417
FDI44,OUT035,1092.181877836684
FDA45,OUT049,2042.1288833132626
FDP31,OUT045,838.9331786924813
FDY01,OUT046,1820.9683454438175
FDT09,OUT018,1894.3468197902457
DRH03,OUT027,2300.084512469837
FDA36,OUT018,2443.75710904225
NCF31,OUT017,2493.805403522462
FDG14,OUT049,2576.2895625955794
FDG28,OUT027,6027.296471199703
FDU14,OUT049,4072.174346390326
FDY47,OUT019,338.97596158304736
FDI56,OUT049,1656.5340224116776
DRD01,OUT013,926.6430689429326
FDM22,OUT046,1027.9389701497867
FDH33,OUT013,799.8244015447685
DRZ24,OUT013,2154.422265838305
NCQ38,OUT046,1585.0194341491347
FDO16,OUT027,2137.6803440285103
FDU07,OUT027,3849.782413744685
NCB07,OUT013,3014.2652883692735
FDU48,OUT045,1972.2421039722467
NCM43,OUT045,2733.2166783783505
FDR31,OUT010,756.2819671831335
DRK49,OUT018,437.5347539624104
NCI30,OUT010,378.42357311795627
DRD60,OUT017,3395.1189724986043
NCG19,OUT046,3246.880169810718
FDH12,OUT035,1677.2843650900888
FDM32,OUT035,1571.4636197175164
FDM27,OUT035,2610.2292807414046
NCU53,OUT027,4288.97415612823
NCQ18,OUT046,1604.683124931182
FDS10,OUT013,2616.701813732399
FDB33,OUT027,4602.776085752416
FDI12,OUT013,1507.9586423439355
NCW42,OUT013,3368.224877340277
NCC06,OUT018,1831.6651888909496
FDW02,OUT017,2911.8206958783903
NCD43,OUT017,1660.6967809884213
FDM57,OUT018,1006.4727136171664
FDA58,OUT017,3345.55256817603
FDK56,OUT046,3254.416443250554
FDP52,OUT045,4002.5506636471064
FDW20,OUT018,1587.2074854757627
FDS52,OUT049,1514.6023361225857
NCT29,OUT018,1604.4400519112298
NCL54,OUT013,3068.6035226015647
FDC05,OUT045,2863.0430939596326
FDF34,OUT035,2924.841319728599
FDP03,OUT027,3293.096177461764
FDD32,OUT010,169.01145078640093
FDZ10,OUT045,2312.5692669074724
FDZ40,OUT035,860.6282208669832
FDD51,OUT018,581.5647494068248
NCY30,OUT019,427.2048323462234
FDP58,OUT017,3475.3578921593153
FDV49,OUT017,4873.077093801652
FDY24,OUT019,221.28583850747395
NCO55,OUT017,1691.948145982399
FDR13,OUT017,1919.9168892382181
FDS51,OUT017,1014.8492666575405
FDP26,OUT045,1435.0848753712594
NCB54,OUT027,3307.288238111831
FDF32,OUT017,3448.1296135723533
FDN31,OUT018,2626.5969628952694
DRM48,OUT017,680.4857826200462
FDN20,OUT049,2756.299889495301
DRL01,OUT046,3666.242944526849
FDV56,OUT049,1729.8117365263142
DRH13,OUT027,3083.787110767106
FDA03,OUT017,2380.072428085115
FDF47,OUT027,5462.474623637523
FDX32,OUT046,2428.934660845119
FDX57,OUT049,1667.5807404150648
NCA30,OUT045,3014.6550089692414
FDO49,OUT013,498.37938702030715
FDL04,OUT019,233.43146430829415
DRM48,OUT035,582.5110227840878
FDR16,OUT013,3439.380669804792
NCC19,OUT018,2980.6880460295024
NCE42,OUT045,1932.1890374110221
FDY24,OUT017,951.5826627692675
FDH19,OUT049,2630.758589316475
FDJ46,OUT013,2630.2241967936684
FDN45,OUT010,89.01015645277448
FDY08,OUT035,2195.241871444627
FDZ37,OUT035,1580.060902960982
NCT30,OUT045,944.5052603831084
DRY23,OUT018,474.3643527843931
NCZ30,OUT018,1926.3713977870846
FDC44,OUT018,1511.6906491798982
FDB45,OUT035,1473.5319204305515
FDY04,OUT013,2514.3296637432563
FDM27,OUT046,2416.2256201295095
FDZ43,OUT017,4151.839399378678
FDT39,OUT019,253.9307266093315
NCC06,OUT019,457.425933208453
FDL15,OUT027,4093.3467719457976
FDL57,OUT017,5518.2506793286375
FDU08,OUT046,1462.5784945257406
FDK40,OUT017,4026.8403817466124
FDQ12,OUT010,552.8318850994838
FDS48,OUT017,2719.0009936010774
FDP09,OUT045,4457.81870069055
FDW21,OUT049,1591.1442603445557
FDY25,OUT035,3866.1462448625616
DRE13,OUT017,1426.2468109069564
FDV43,OUT019,66.17790022598683
FDD22,OUT045,1701.944777927798
FDM46,OUT019,264.86948389710665
NCO30,OUT010,584.0691170287325
FDM25,OUT046,2643.6752974561905
NCN41,OUT049,2012.8266315083067
FDU24,OUT045,1631.3804297961829
FDZ50,OUT046,3127.439152755811
FDP45,OUT013,3688.4697089560577
NCM54,OUT045,1986.2027804069967
FDW10,OUT019,343.8548072925248
FDP20,OUT017,2058.5048825642984
FDK32,OUT046,2418.498122585017
FDN52,OUT049,1357.9057616462092
FDM58,OUT045,2249.503822880132
FDZ46,OUT027,2933.516114234069
NCA18,OUT018,1432.1893970500337
FDD35,OUT046,2116.1139522611033
NCK31,OUT035,848.0598025622999
FDI40,OUT027,2732.3385782320793
FDT50,OUT019,149.00799596859656
NCT06,OUT046,2548.3206417489578
FDT31,OUT035,2878.265704464924
FDT45,OUT049,773.7530525509248
FDT13,OUT045,3187.64201983677
FDO50,OUT045,1476.036228794299
NCU18,OUT010,524.2981931475877
NCR54,OUT049,3185.695344193181
NCO18,OUT018,2606.8359323144487
FDU09,OUT045,845.2088696889318
FDT13,OUT018,2277.062754962367
FDE09,OUT046,1814.244958780163
NCK53,OUT019,323.989640178497
FDG45,OUT049,3895.1159508969795
DRH15,OUT035,716.7793107490659
FDO21,OUT019,480.9688080571307
FDD14,OUT027,5273.711902351577
FDC09,OUT046,1540.1937059554632
FDH45,OUT027,1178.472905232834
FDV32,OUT046,1209.468900806058
FDG12,OUT035,2074.8170888128984
FDS32,OUT013,2061.440783582389
NCL55,OUT018,3387.78793928048
DRE01,OUT035,4710.5785574627525
DRE15,OUT049,1251.5744350360073
NCL42,OUT045,4370.750847458197
FDP31,OUT013,882.2536719437269
FDN33,OUT018,1466.4686272429433
FDZ59,OUT046,2736.234652186775
FDE45,OUT010,467.01551819144765
FDJ07,OUT013,1681.045617953557
FDQ45,OUT018,2819.841564321805
FDM33,OUT027,5214.545666557746
FDO15,OUT010,79.63708378501997
FDM46,OUT013,1594.9946241142895
FDR03,OUT045,3418.141352847688
FDY49,OUT018,2186.25836601065
FDQ60,OUT045,1885.4123039795113
FDW10,OUT049,2318.8654046963566
FDO51,OUT049,755.2135252296193
FDJ40,OUT018,1314.4911262821006
FDS20,OUT018,2654.2282789536875
FDU45,OUT013,2167.846137412052
FDV02,OUT035,3004.593424260308
FDN09,OUT046,3747.1607850023606
NCM55,OUT027,5035.910774880685
FDN23,OUT018,2218.7695102919556
FDY31,OUT010,610.0404154633645
FDW03,OUT010,287.2296702347653
FDD14,OUT046,2763.2547550784852
FDV23,OUT017,1973.9067335080495
DRI03,OUT045,2731.5989686460894
FDN13,OUT035,1383.7480071947043
FDF45,OUT027,1757.9091970846187
FDU46,OUT035,1519.6201585963067
FDB57,OUT049,3528.0109348718943
FDV12,OUT049,1837.181217997169
FDQ58,OUT013,2270.076615821265
NCA18,OUT017,1732.18342074488
FDH52,OUT049,980.6906522415231
FDM24,OUT018,2087.781965947514
NCP43,OUT027,4773.522016137559
NCO18,OUT019,392.01681524935475
FDM32,OUT017,1537.7011917364127
NCL07,OUT017,590.6740785060881
FDK03,OUT013,4422.144746018439
FDP59,OUT017,1321.4923567242063
FDQ24,OUT049,4471.214100210778
FDQ16,OUT018,1603.4304973903156
FDU44,OUT013,2491.2401539362827
FDH28,OUT010,3.9267317301050753
FDV28,OUT019,18.556485618800707
FDM22,OUT045,749.3839090351562
FDR56,OUT046,2961.4496825473834
FDV39,OUT049,3015.63137898309
FDU37,OUT019,323.60827118009365
FDQ11,OUT010,458.2614865802416
FDX02,OUT045,3524.3123688698365
NCS42,OUT018,1319.5076732694986
FDY57,OUT027,2671.2087872456723
FDB21,OUT049,4170.7520114940135
FDE28,OUT017,3371.6393426107675
FDQ55,OUT017,2093.8758049937874
FDA48,OUT049,3893.296037486066
FDZ19,OUT045,2438.7640828496305
NCC43,OUT045,3475.417383675151
NCV18,OUT046,1499.1281492836729
NCA42,OUT018,2620.960838968251
FDY45,OUT046,3236.832436598972
NCC30,OUT045,2834.203238120236
FDM57,OUT013,1343.8549718845509
FDL09,OUT010,267.5420385291545
FDB09,OUT027,3377.3841821069136
FDT44,OUT035,1680.4576968381798
NCT06,OUT027,4216.5694305381985
FDX26,OUT049,3189.8981335265844
FDK32,OUT013,2460.6059543486394
DRA12,OUT046,2117.725926961466
FDO46,OUT010,492.19660438808114
FDE52,OUT013,1213.9958129289648
NCH42,OUT045,4047.881742552863
FDV08,OUT035,728.3112087242862
FDB47,OUT018,2562.2679353911817
FDC28,OUT010,294.21239680529834
FDD22,OUT046,1935.9835249842142
FDS07,OUT027,3265.5462939043573
DRI13,OUT045,3655.610978660599
FDG32,OUT018,3552.0879576768075
FDU14,OUT017,4011.350358465097
FDD28,OUT019,153.83311392154678
NCP41,OUT017,1843.1401990565919
FDS08,OUT049,2447.1713795956084
FDX47,OUT045,2294.562448618918
FDC53,OUT019,312.3529982438413
FDQ19,OUT035,4094.0988305916153
FDL14,OUT045,2352.000327074588
FDM33,OUT019,324.19221208764907
FDA51,OUT045,1800.5024288568725
FDZ27,OUT018,588.1545794233164
FDT04,OUT046,637.1777813065587
DRC13,OUT049,1878.1989390051606
FDR16,OUT027,4983.825991741119
FDQ03,OUT027,5556.517670424653
FDE38,OUT035,2848.294002872679
DRH23,OUT027,1764.886086236475
FDT11,OUT019,400.1268814165728
FDD09,OUT035,3018.0235192688797
FDR40,OUT045,1246.8292440655214
FDX07,OUT017,3531.0795788689284
FDR07,OUT035,1159.3769674364162
FDA51,OUT017,1982.6135165496682
FDT59,OUT019,1233.047274203231
FDF20,OUT017,3257.8461367521095
FDR13,OUT045,1672.0549123333728
FDY26,OUT049,4208.755899686852
FDW04,OUT017,1990.8356791247356
FDK52,OUT017,4595.9993719423055
FDN60,OUT049,2872.5327243827423
FDM09,OUT019,292.767204819849
FDP46,OUT049,1443.2196558337196
FDB50,OUT019,297.9952545084975
NCQ29,OUT049,3712.174087374383
FDP16,OUT027,7073.711736257735
FDX33,OUT018,2299.302301733099
FDP07,OUT010,461.874411100257
FDN22,OUT046,3529.327217598544
FDF39,OUT049,3751.315082409931
FDS21,OUT017,985.7066277237689
NCM42,OUT013,1538.1377265563335
FDK50,OUT019,451.06723456020995
DRF13,OUT027,3799.241932973184
FDH35,OUT018,2083.1530237243137
FDP60,OUT018,1215.5859148565867
DRJ49,OUT027,3606.184258060848
NCT42,OUT019,373.71187437288563
FDE38,OUT049,2735.9588622858337
FDI04,OUT049,3265.902632509231
NCH54,OUT045,2544.9520825376408
FDT56,OUT049,888.3361355671809
DRD15,OUT018,2613.0661948100255
FDV58,OUT013,2422.498362236062
FDP21,OUT049,3272.9125936499872
FDH05,OUT013,3757.7504201692627
FDR10,OUT027,4142.326864410654
NCP06,OUT045,2210.699484570567
FDF33,OUT049,1979.5615399274493
DRK37,OUT013,3660.8510550947512
DRH49,OUT045,1420.5758751042963
FDT58,OUT013,2492.3743747072754
FDD41,OUT018,1418.2921340270334
FDP40,OUT018,1565.8093115770457
FDM51,OUT027,2729.9765776365925
FDO45,OUT010,368.13081398225063
FDW33,OUT010,262.8764229340936
FDY24,OUT045,877.9917210548497
FDB10,OUT010,191.65780196991636
FDM40,OUT035,2158.6215644675094
NCI06,OUT017,3204.264776923858
FDW12,OUT019,519.0472421357947
FDX48,OUT027,4080.831626220963
NCW05,OUT027,2794.6100962023593
FDX27,OUT017,1414.0087472979048
DRM37,OUT045,3706.511799124927
FDA38,OUT045,3377.231358500646
FDR36,OUT046,841.3170757569592
FDZ45,OUT046,3340.1086294076904
FDG05,OUT017,2379.6435019065916
FDK28,OUT013,4756.860871752496
FDV47,OUT045,1199.1054784654657
FDN21,OUT045,2214.235264943732
FDP20,OUT027,3394.4768900290546
FDI35,OUT045,3372.715182114446
DRY23,OUT013,641.1960464973522
FDA56,OUT017,2045.295484152652
FDB09,OUT013,1856.069729309549
NCO26,OUT027,3032.965090220341
FDQ49,OUT018,2253.06792943366
FDI52,OUT027,3117.8692804245875
FDZ44,OUT027,3325.5251604199384
FDZ09,OUT018,2745.4005165303124
FDY03,OUT049,1883.4052240695141
NCG42,OUT017,2519.403233841144
DRI13,OUT027,6468.384596717641
FDQ32,OUT013,1926.2867803553709
FDW16,OUT035,1553.7602330552904
FDU27,OUT046,832.6649826632545
FDR28,OUT010,400.8014478983082
FDQ49,OUT010,262.3274665552219
FDS37,OUT046,1923.8211715419231
FDW26,OUT018,3205.9537530470616
FDX12,OUT018,3209.040259062992
NCP06,OUT013,2395.7649614011043
FDW45,OUT010,441.75115516318647
NCN30,OUT049,1578.8862727611752
FDN24,OUT049,910.4168544646254
NCL41,OUT027,1006.2338899061979
FDR02,OUT019,219.69441946125085
FDD09,OUT010,810.5328672949056
FDS33,OUT010,112.0381309600516
FDU22,OUT045,1950.3080874218256
FDI53,OUT013,2425.076824328946
DRH01,OUT049,2809.9419235525706
FDX32,OUT013,2625.4884495030456
NCP30,OUT018,470.65640878981276
FDB60,OUT045,3008.658816024189
FDB14,OUT049,1644.8203192648778
NCP02,OUT035,1000.8083086881616
FDJ10,OUT017,2078.7689961151373
FDG34,OUT046,1941.7899324305338
NCB18,OUT017,1606.796810465235
FDM16,OUT049,1020.3452337877281
FDW25,OUT018,1314.4626048443383
FDB35,OUT010,324.3169531877247
DRN11,OUT013,2208.057865255081
FDF41,OUT019,1118.6719039044146
FDH16,OUT045,1102.80476949887
NCQ50,OUT018,3344.7892155343516
DRH23,OUT018,738.8661164925795
DRJ37,OUT013,2317.3590562842332
DRJ24,OUT027,4675.18835651142
FDY16,OUT035,3128.112988714619
FDQ27,OUT045,2037.0651144791686
FDZ33,OUT045,2123.424535999007
FDF29,OUT045,2156.2780438174514
FDA08,OUT049,2550.470298225317
FDG31,OUT046,1060.699420656728
FDE34,OUT019,35.819311848359575
NCR30,OUT027,1956.9258975092125
FDV33,OUT035,4001.794437300773
DRZ24,OUT018,1950.43090406687
NCL54,OUT035,2881.083171474016
FDR12,OUT049,2837.1555409903995
NCC54,OUT046,4050.2585699945425
DRN59,OUT013,747.371259046158
FDX50,OUT019,222.57633971285713
FDV31,OUT027,4721.812770773679
NCA29,OUT027,4814.441372561523
FDW60,OUT049,3099.8662375382223
FDX08,OUT017,3297.2385174249143
DRD49,OUT013,3641.9255646404526
FDD33,OUT046,3485.642639303546
FDW35,OUT013,678.307613545818
FDJ36,OUT017,1765.8690398046783
FDV51,OUT035,2835.60056803975
FDW36,OUT046,1557.6931191531776
FDH35,OUT046,2371.795009382194
NCS30,OUT027,3467.760687556044
FDN49,OUT017,566.6638346445936
FDL08,OUT018,2970.851513616505
FDI09,OUT013,3626.5962273455316
FDP19,OUT018,1829.1941685058548
FDU21,OUT010,0.0
NCP41,OUT045,1514.105341935008
FDY10,OUT013,2139.0492934901577
FDP12,OUT018,450.29097608303346
NCN26,OUT049,1996.47891676755
FDK44,OUT013,2712.7196877944007
FDC28,OUT049,1560.7385614990617
FDJ41,OUT027,6433.399367876712
NCT29,OUT035,2132.5482132636985
NCH42,OUT019,209.28033983947398
FDU60,OUT018,2352.6201765887913
FDS02,OUT045,3416.240724444397
FDC51,OUT046,1903.8906941568414
FDU03,OUT013,3285.745345074945
FDX39,OUT045,3575.183929502781
NCY05,OUT010,11.67896527494986
NCL06,OUT027,5770.933803813476
FDD32,OUT035,1548.951188218245
NCN41,OUT045,1818.192915578537
NCX53,OUT049,2450.4900037628126
FDU57,OUT019,366.06549733342126
FDQ23,OUT046,1917.19318863426
FDQ52,OUT045,4794.479254197602
FDC14,OUT045,632.7403453321151
FDY09,OUT035,3588.1923982919852
FDQ28,OUT045,2617.965731136207
FDV25,OUT046,4612.301599801719
FDJ07,OUT035,2004.6967510016257
DRB25,OUT049,1679.1591192463466
FDK52,OUT019,618.6593033708057
FDY52,OUT027,1675.1375135961787
FDB28,OUT046,3005.617986400104
FDT36,OUT035,663.2957464480387
FDV25,OUT017,4177.947049002287
NCN07,OUT027,3482.5821966713
FDC57,OUT017,3269.599573621281
FDQ03,OUT018,3349.9906230653605
FDU23,OUT017,2940.8124875200774
NCX41,OUT035,3994.4364308019894
NCD06,OUT035,853.7608659607254
FDW08,OUT045,1670.951570805535
NCU29,OUT017,2563.747601712282
NCE06,OUT013,2487.1433341789225
FDV52,OUT010,321.97887783103783
FDB02,OUT017,3229.3975945958737
NCR18,OUT045,682.954975406542
FDK16,OUT049,1497.5414036763814
NCQ29,OUT010,604.8501318507545
FDZ01,OUT019,292.4862121271192
FDW27,OUT035,2010.6412346620086
FDD17,OUT018,3155.690057919204
FDW39,OUT013,2926.881741797846
DRH59,OUT045,1021.3604752677941
FDS52,OUT013,1494.1905037621532
FDU40,OUT027,5393.219333051757
NCF54,OUT013,2697.6313621042864
FDH46,OUT045,1452.2189443875186
NCP14,OUT049,1776.0992563844566
FDH50,OUT049,3708.5579839309157
DRF15,OUT010,210.5645750365636
FDV27,OUT027,2463.3101737423385
NCJ06,OUT049,2210.5525202260224
FDN02,OUT018,2988.903566001013
FDQ51,OUT049,683.5807141210237
FDQ07,OUT017,4292.594465753966
FDS45,OUT049,1695.8495825557118
NCJ06,OUT045,2056.8750811908453
FDD36,OUT035,2160.765731252326
FDY25,OUT045,3594.9547610169116
FDU52,OUT046,2422.231689701799
DRK47,OUT017,3897.9989049934093
NCL30,OUT017,2069.1801360672484
FDN22,OUT035,3973.140004881884
NCF30,OUT027,3344.115291503791
FDK03,OUT035,5253.028727157574
FDT45,OUT017,769.5444744987358
NCC54,OUT027,5939.872482889234
FDP08,OUT018,3276.3043104056337
FDU44,OUT046,2524.361201218842
